term,coefficient
recebi em,-0.664501438768039
chegou uma,-0.664470014111606
comprei chegou,-0.6641524604222829
tecido de,-0.6641071701853979
preço acessível,-0.6633266296594291
produto se,-0.6632090781789513
ir buscar,-0.6630664226962302
que imaginava,-0.6629925759407052
china,-0.6627084212027302
usb,-0.6625980160589371
do jeitinho,-0.6623068852099051
contar,-0.6620711381567979
burocracia,-0.6617533921842925
criança,-0.6615368575026862
duas semanas,-0.6614477937174744
prazo valeu,-0.6610367192459125
com voces,-0.6609991261129193
comprei para,-0.6606519366915534
bom recebi,-0.6604798942977668
fiscal do,-0.6603712425082466
até dia,-0.6603181326516347
pacotes,-0.6598252334910543
compra produto,-0.6594935723420624
ter chegado,-0.6593312062641291
que mesmo,-0.6588734918632693
recomendo está,-0.658574760018702
220v,-0.6581758283801467
ficam,-0.6579290534267168
sim recomendo,-0.6577897766518096
não parece,-0.6571238224116094
prazo porem,-0.6564871369448566
recebe,-0.6563400707906217
cartão,-0.6558415734102033
mínimo,-0.6558263112683597
enviada,-0.655520740271331
descrito no,-0.6553534811792777
varias vezes,-0.6551723796676802
em duas,-0.6549261572287035
informar,-0.6546881333804302
agradável,-0.6542737442560318
cidade,-0.6540664016925553
que queria,-0.6535898413182781
prazo parabens,-0.6534237419251187
mesmo pedido,-0.6532603080662227
mas acho,-0.6530817854996506
entrega recomendo,-0.6530074462266464
não muito,-0.6525861879778058
carteira,-0.6525262846276239
produto tudo,-0.6522289469552445
mails,-0.6520597795785418
cumpriu prazo,-0.6518364471226747
expectativas chegou,-0.6518224391339491
vendedor excelente,-0.6514972279817579
caro que,-0.6514259307491563
bom material,-0.650668754080516
forte,-0.6506206436651416
prazo fiquei,-0.6505935850671517
plenamente,-0.6502716612457701
pois foi,-0.6502239517836379
gostei chegou,-0.6496283559220414
detestei,-0.6494648259719832
adquirido,-0.6493321596995746
ligar,-0.648823590048421
semana antes,-0.6485206577123889
colocaram,-0.6480933951322867
da previsão,-0.647167812156043
embrulhado,-0.646659513659438
ter um,-0.6463114182108672
as fotos,-0.6463093469654714
filha adorou,-0.6461301908639799
site para,-0.6460075427971699
saber que,-0.6455869340021901
pneu,-0.6454295170296759
adorei minha,-0.6451065965772712
bom custo,-0.6449001113834023
não são,-0.6446511030813038
da mesa,-0.644608841291896
entraga,-0.6444439081011182
só me,-0.6442919018109804
comprar pela,-0.643812344247213
considero,-0.6437251916523786
recomendo site,-0.643445829665684
pincel,-0.6431154639198023
não estava,-0.6429456133216249
são de,-0.6424080904699284
chegar no,-0.6421245519301587
muito demorado,-0.6417945402169226
reclamação,-0.6416817391080798
bastante do,-0.6416749030988238
veio quebrada,-0.6413649771903062
atenciosa,-0.6411090227214651
pois produto,-0.6410230824890845
precisando,-0.6409819415355038
dele,-0.6408259137544559
parte do,-0.6400994640143927
ma,-0.639992512755832
estipulado muito,-0.6398832471750279
já chegou,-0.6396982963522985
em uma,-0.6393709182053401
recomendo esse,-0.6392763829183599
ele veio,-0.6390656682081546
além do,-0.6385818842176917
parafusos,-0.6382839464489797
que na,-0.6382794701115504
vale muito,-0.6381168428496692
correto porém,-0.6379430776882656
no lugar,-0.6378950064169359
estipulado em,-0.6373483477768838
sem nada,-0.6373402773618536
vendas,-0.6371434115836724
certo obrigada,-0.6369252032169639
linda cortina,-0.6366161269033428
cachorro,-0.6364008406732037
dizer que,-0.6361711937736549
rápida super,-0.6361234345650768
modo,-0.6356397963782469
entrega antecipada,-0.6355489777074549
80,-0.6355206075026629
satisfez,-0.6354446331798135
maior do,-0.6353709449183674
pra quem,-0.6353274819277519
fiquei com,-0.6352505970189354
dificuldade,-0.6352260531688111
positivo,-0.6351932951302915
atendimento da,-0.6351006246538311
corretamente recomendo,-0.6349745511920409
foi boa,-0.6343354752236976
loja me,-0.6339796736617889
bom só,-0.6339630611633835
película de,-0.6338001997553832
estipulado recomendo,-0.6336472732782944
meu problema,-0.6336394683392879
estava no,-0.6335872968047286
nao tenho,-0.6334733774972652
último,-0.6332241017689069
mas dentro,-0.6330874465779286
mas como,-0.6326293498685457
frete caro,-0.632572450566778
pele,-0.6323999583463527
rápida sem,-0.6322792110581187
dá pra,-0.6322152418398121
melhor loja,-0.6318620324519052
embalado recomendo,-0.6316802732180206
carregar,-0.6315174567792796
nas entregas,-0.6314868079220382
tudo correu,-0.6314814746422039
rede,-0.6312041574923254
td perfeito,-0.6311655097863405
preço entrega,-0.630594650772087
escolhido,-0.6305722617541019
moderno,-0.6304578234732366
disso,-0.6303696452581009
tenho como,-0.6303563017369185
hj,-0.6303183990375886
porém muito,-0.6299149229798232
de instrução,-0.6298471493169421
comprados,-0.6296190433223211
facil,-0.6295881654208028
que loja,-0.6294160886046279
rápida bem,-0.629232441008199
nova,-0.6290244655879199
que nem,-0.6285891846485415
que ele,-0.6284854805871403
caixa chegou,-0.6284108374346933
eu ainda,-0.6282415608583856
pegar,-0.6278040846695576
amigas,-0.6276903147395767
prefiro,-0.6272840441989228
frete foi,-0.6271337229102978
está funcionando,-0.6264052944661056
mais do,-0.6262140273049941
totalmente diferente,-0.625844738138685
que de,-0.6258200614262576
algo que,-0.6257714152629581
me deixou,-0.6257524372706751
bebê conforto,-0.6255161026556589
mercadorias,-0.6254186177462748
mais caro,-0.625049613055982
mostrou,-0.624999693374578
muito prático,-0.6240855499391715
para troca,-0.6238212006035043
produto simples,-0.6234983169939234
loja para,-0.6234517682675176
produto vendedor,-0.6233638185438084
lustres,-0.6230414043935697
boa porém,-0.6219998628209755
respeito ao,-0.6219958477124363
ninguem,-0.621391042786333
recebi pedido,-0.6213745042475969
como no,-0.6207454833976251
minha necessidade,-0.6206405106803953
meu sofá,-0.6206121506492664
atendimento produto,-0.6202494682774125
apareceu,-0.6196494087333935
sem nenhuma,-0.6196319535857354
nota 1000,-0.6192677792636135
culpa dos,-0.6191212000881178
soltando,-0.6188217805122959
lacrada,-0.6186988982381355
em comprar,-0.618602878659662
especificação,-0.6185236435876607
retirar no,-0.6183569048631369
ainda está,-0.6183566262583938
com caixa,-0.6180468929873142
desta vez,-0.6179187200030075
feio,-0.6174643185754644
etapas,-0.6168797947726482
via correios,-0.616531940339339
14,-0.6164196129596334
de embalagem,-0.6158567884004583
empresa não,-0.6157566364804418
prazo um,-0.6156405836406462
já estou,-0.6155002637421695
corretamente dentro,-0.6153395173883555
do anuncio,-0.6149635778011968
roda,-0.6148590358137184
satisfeita recomendo,-0.6146096900691097
produtos só,-0.6143547329099781
embalado produto,-0.614264553825981
média,-0.6132983586606
os detalhes,-0.613262387320133
de produtos,-0.6130946950895599
mercadoria que,-0.6129187276908079
vez,-0.6126724390294023
entrega era,-0.6122681178279311
ao anunciado,-0.6122433799978522
otimo,-0.6118973096715687
não compraria,-0.6102023763338592
uma compra,-0.6097874506645025
pro meu,-0.6097365789316307
prazo minha,-0.6097147966894896
demora na,-0.6090649067858773
cancelei,-0.6086294629519717
termômetro,-0.6086092945776937
que realmente,-0.6085796955931861
seus clientes,-0.6083672322670841
para minha,-0.6081085200494899
riscado,-0.6079565732598844
apena,-0.6068585367775656
parte de,-0.6067346515558002
mas até,-0.6065852043424891
descrições,-0.6065368171098512
outra compra,-0.6064842770308095
na internet,-0.6061193355395524
principalmente,-0.6060652030266792
rápido eficiente,-0.6053881673544373
borracha,-0.6050338837916467
bonito mas,-0.6050035751049085
conforme solicitado,-0.6038547863988454
ele bem,-0.6032202235024917
um presente,-0.6030955314030225
adorei chegou,-0.602811519035517
fora do,-0.6026936671790052
puxador,-0.6026643111514152
com duas,-0.6022395403821044
panos,-0.602182212734052
entrega ainda,-0.6013558747555185
informando,-0.6009037298131336
vendedor não,-0.6008657620929186
entrega em,-0.600857033200915
da forma,-0.6008341286098148
não vieram,-0.6005388852644212
material ótimo,-0.6003819099011665
ponto,-0.6003297026870889
transtorno,-0.6002134848781111
paguei por,-0.5998721530717368
tv,-0.599476294781317
produto nos,-0.5994305684925549
prazo já,-0.5992385918373835
dois itens,-0.5986572025617957
opções,-0.5983241039679615
base,-0.5981265539601982
efetuei compra,-0.598064614447223
negociação,-0.5979352252119337
dar de,-0.5979334580851617
meus pedidos,-0.5976781254704832
imediatamente,-0.5976132466953551
leito,-0.5973133774743821
cobre leito,-0.5973133774743821
pois meu,-0.5971137016414176
espelho,-0.5966137765300478
tô,-0.5965832000244944
opinar,-0.5964311842500855
impressora,-0.5963398720372695
não deu,-0.5962969723662193
maiores,-0.5962643156704955
mas ficou,-0.5959759238239839
110v,-0.5959551184224334
chegando,-0.595641749857265
fizeram,-0.5952942706177098
comunicado,-0.5950776557129698
loja por,-0.5947975864766815
apenas com,-0.5947922472334363
uma cor,-0.5946323247339199
consta que,-0.5943724703801138
zero,-0.5943073947763732
que previsto,-0.5942786304500891
com problema,-0.5939807029631455
para compra,-0.5939407026022643
devido greve,-0.5931320606382012
rápida chegou,-0.5927575714168977
informa que,-0.592697154272747
led,-0.5923879396945344
quero saber,-0.592294191676928
acesso,-0.591629604545141
com avaria,-0.5914861708954449
nós,-0.5913852874341485
correto produto,-0.5913337495809038
parafuso,-0.5911072650801643
qualidade que,-0.5910064311133092
prazo loja,-0.5907535585322375
de semana,-0.5903552395483506
produtos são,-0.589918737108786
ou devolução,-0.5898740828993017
certeza que,-0.5888808451522471
sem medo,-0.5883904586225104
para dar,-0.5880930202680063
ainda falta,-0.5880601894227988
ir retirar,-0.5878202302016287
com empresa,-0.5877693495369244
efetuar troca,-0.5876298783979066
amei os,-0.5872130121486842
muito confortável,-0.5870608323300484
não cabe,-0.5869766937834783
adaptador,-0.5867100216618606
livro,-0.5865647234544218
dia 12,-0.5863520794178485
na americana,-0.5862133545927437
dia dia,-0.5857777094931674
encomenda chegou,-0.5853475964199675
dela,-0.5846316280360961
tentativa,-0.5844704501156386
mas nao,-0.5843583411656751
entregaram no,-0.5841479961944389
profissional,-0.5840621495084305
possível,-0.5830741176802531
que nao,-0.5829462790595451
da troca,-0.5827533374177376
já mandei,-0.5826711136219828
cortina muito,-0.5825698407150773
fim,-0.5825331924001984
da nota,-0.5824081690282339
foi culpa,-0.5820991860948629
unica,-0.5819643209408202
do tapete,-0.5815297559677683
deus,-0.5813828153199218
anti,-0.5805155000394848
produto nunca,-0.5802965220910665
pensava,-0.5800579710762226
junto com,-0.5798042371916222
hora da,-0.5796059064846216
tendo,-0.578996101051126
certo conforme,-0.5786574111983585
arranhões,-0.5785017367842982
produtos entregues,-0.5784488351006393
dia 10,-0.578228524448696
já enviei,-0.5781212818563345
entregarem,-0.5778516885008532
muito chateada,-0.5777043614668665
recebi 01,-0.5775682998899694
correto antes,-0.5774640832515943
devidamente,-0.5773596760913599
fronhas,-0.5771041679870833
recomendar,-0.5766478602482522
na parede,-0.5764851912847995
não havia,-0.5763775631332865
casal,-0.5758893849276082
qualidade da,-0.5758830146537689
foi rápido,-0.5756793312249706
um excelente,-0.575484467910166
loja recebi,-0.5753571995662463
faz que,-0.5752046027493564
má,-0.5746244681201095
pilhas,-0.5741223892914553
escuro,-0.5737761807468558
curto,-0.5733259561371066
como proceder,-0.5730240466569447
produtos entrega,-0.5728103704605608
veio outro,-0.5728006453145513
percebi que,-0.5725181081302364
correios que,-0.5723904621668996
que houve,-0.5723210619552572
do pagamento,-0.5719180081165748
do praso,-0.5718709097059693
alem de,-0.5714062629389287
esperado produto,-0.5708636592327172
eu recomendaria,-0.5708500989210127
embalagem estava,-0.570143288862387
perfeito na,-0.569943955326867
vem,-0.5696303844614297
na parte,-0.5695888577739587
veio embalado,-0.5687231278903995
código de,-0.5685758705263252
fácil manuseio,-0.5685675222662039
estou insatisfeita,-0.5685185928067613
20 dias,-0.567743267224919
vim,-0.5677395234119944
porém só,-0.5672568192462905
com consumidor,-0.5667676559057161
comentarios,-0.5667285618487575
produtos no,-0.566623967729183
resto tudo,-0.5662887194568618
do mercado,-0.5661699613277855
elogios,-0.5656970372663901
esperava uma,-0.5655845847449052
minha sala,-0.5652354698931558
parabéns muito,-0.5649067856870948
obrigado pelo,-0.5648904668145591
meus amigos,-0.5648262917453101
entrega sem,-0.564759383328026
loja eu,-0.564501209271483
do fabricante,-0.5644520229866615
de tudo,-0.5643792023599348
elástico,-0.5643222067357204
deste produto,-0.5636923866397844
produto nota,-0.5633379722348287
adquiridos,-0.5628365590074108
recebi encomenda,-0.5627543252546137
bebe,-0.5627129341201021
encaixou,-0.5626877229753069
detalhes do,-0.5625881582984694
sempre fui,-0.562420475420449
explicação,-0.5624088312816661
dando,-0.562292114906121
tenho certeza,-0.5619057825121074
cor do,-0.5618129177110438
das especificações,-0.5615961877314718
parabéns todos,-0.5613963728134058
de duas,-0.5609290579827264
comprar sempre,-0.5603808117464057
mais uma,-0.5598711457951447
era pra,-0.5597601200455142
indignado,-0.5591532749403144
parado,-0.5589379430250884
comprado no,-0.5587859258980695
prazo limite,-0.5586648225864972
tenho uma,-0.5585569891414576
em que,-0.5584901402562079
pela foto,-0.5582413966978972
adoro comprar,-0.5581999239092517
saber se,-0.5578713999077142
comprei foi,-0.5578657258215183
sai,-0.5575243522219424
não serve,-0.5573889818428156
boas condições,-0.5572959134920714
mais chegou,-0.5572125590594845
dias para,-0.5570844578288603
segundo produto,-0.5570271359346517
frente,-0.5566613632569427
trincada,-0.5565898922627549
máximo,-0.555983611535174
rapidamente,-0.5557281124624672
teclado,-0.5555530143550077
conjunto,-0.5555115887433029
solicitação,-0.5552045713705248
entrgue,-0.5549353089724106
em boas,-0.5546691957011699
compra pela,-0.554569243099628
que meu,-0.5545541047453945
de outra,-0.5543506585643809
rápido muito,-0.5540606436889195
estorno,-0.5539651895389018
garantida,-0.5535801201004704
precisa melhorar,-0.5534555186279306
mercadoria chegou,-0.5530928212775049
destino,-0.5529667105501193
semanas antes,-0.5529117135174048
que ela,-0.5526611556235651
condições muito,-0.5522985388148733
ainda aguardo,-0.5517303505474505
cola,-0.5513887493971603
eu tive,-0.551153027706303
comprar nesta,-0.5510978601982869
entregue por,-0.5508169385918352
um tecido,-0.5506151417449644
produto mesmo,-0.550431098856447
entender,-0.550308405358911
entregaram na,-0.5502474285235682
compro no,-0.5501603652205177
entrega correta,-0.5498534907289587
bom já,-0.5494533034712724
solicitar,-0.54945004568437
em conta,-0.5494053908103355
mas com,-0.5493179030784885
frete mais,-0.5483887146284827
diferença,-0.548294786382363
favor me,-0.5478540530709504
produto cumpre,-0.5477948826624931
ok mas,-0.5474614235324353
vou comprar,-0.5472988917307169
qualidade porém,-0.5468691300531946
perfume não,-0.5461837916727904
com rapidez,-0.5461307694979741
site não,-0.5456831183432826
tomar,-0.5456390263656057
produto quando,-0.5455583740986107
esperava mais,-0.5453632132951415
veio diferente,-0.5453461745965278
metade do,-0.544914776384196
com mesmo,-0.5447935621036998
satisfeita produto,-0.5446850110228498
centro de,-0.5445881111007708
excelente vendedor,-0.5441755110535185
confere,-0.5437058767711035
maior mas,-0.543564187351313
ótimo muito,-0.5432938632661438
crianças,-0.5431261556419672
sem contar,-0.5430434968385079
otimo entrega,-0.5430035733519515
um absurdo,-0.5429117339997229
comprei cadeiras,-0.541988164799344
sempre recomendo,-0.5418460654398345
foi pago,-0.5416066229119522
pela targaryen,-0.5413993453220262
de todas,-0.5412377900702449
comprar mais,-0.5410713182081694
acessórios,-0.5410308493760481
um email,-0.5410301859236043
defeito de,-0.5408726741306226
porém qualidade,-0.5405297842449857
não fui,-0.5395782024461788
de devolução,-0.5389210915126963
exposto,-0.5384820608719025
super rapida,-0.5383751472176187
uma outra,-0.5382637302513891
foi melhor,-0.5382053047699135
voltarei comprar,-0.5380917409907771
produtos vieram,-0.5380834679441447
barulho,-0.5378903560824705
lâmina,-0.5378786561051949
pouco frágil,-0.5373158645711834
de madeira,-0.5369314898105225
prazo não,-0.5368408986978105
potes,-0.536816166475049
prazo embalagem,-0.5367886801478916
na mesma,-0.5367536997886595
pratos,-0.5360044660475388
qualidade loja,-0.5359530740672206
frete que,-0.5358022347419028
email,-0.5355016603170063
esperava que,-0.5348481079697263
pela entrega,-0.5345327962515544
mes,-0.5344868123237558
bem grande,-0.5344762927109149
banheiro,-0.5337742267102266
super confortável,-0.533498058441973
loja mas,-0.5333736173494139
em outra,-0.5329050563032252
defeito não,-0.5324444083295975
já faz,-0.5322317539324407
acontece,-0.5318868993759477
plastico,-0.5318325751198303
peças não,-0.5318158758449834
uma excelente,-0.5314744399493162
umas,-0.5314612050278107
nada de,-0.5311640465444158
usando,-0.5308705873432085
vejo,-0.5304837818009698
uma unidade,-0.5304457827421791
compramos,-0.5300286226983746
com relação,-0.5298432031268682
me deram,-0.5297464945568305
as cores,-0.529688490356578
um site,-0.5292935756245143
pedido no,-0.5292027899174176
prazo atendeu,-0.5291185544816016
não funcionou,-0.5288222525405117
estado antes,-0.5283449469394654
tive retorno,-0.5280356148581186
na agência,-0.5278723358198314
fato,-0.5277190456353383
dessa loja,-0.5272853782886943
para loja,-0.5271151295727283
muito fraco,-0.5269200716705325
veio toda,-0.5269095820874574
compra fiquei,-0.5264168862852711
meu email,-0.5262819180771664
valor de,-0.5257760860187485
recomendadíssimo,-0.5256028721392102
em receber,-0.5254919271282634
entregaram produto,-0.5252586901276451
qualquer pessoa,-0.5248698707648881
de outro,-0.5241006145800712
ligou,-0.5240066805632736
acompanha,-0.5231141378259387
sugiro,-0.5228134409473394
demorou chegar,-0.5227594764041946
dia 13,-0.5226977290032628
fosse melhor,-0.5226002283817708
consigo contato,-0.5222542166170959
solicito troca,-0.5222152314948666
no tamanho,-0.5221858490843467
porquê,-0.5213362108124527
ainda pois,-0.5208012956976321
otima qualidade,-0.5206257088340602
paguei pelo,-0.5203944999032285
compro pelo,-0.5200972151237269
veio todo,-0.520025860373471
completa,-0.5199919778151683
melhor site,-0.5196345919180446
taxa,-0.5196037119997914
aguardo resposta,-0.519218572832681
já tinha,-0.5189781414652801
no mercado,-0.5188655751380173
remoto,-0.5187514534550106
ao preço,-0.518578229681104
cortina não,-0.5183131290808128
preco,-0.5179363618108975
viria,-0.5177830209573305
site que,-0.517715678770935
bolha,-0.5175276192780182
furo,-0.517466897510166
site mas,-0.5173616265600317
qualidade bonito,-0.5172294415879573
dia 22,-0.5171834705099387
entregue dia,-0.5170402566963638
original de,-0.5169916798726871
chegou como,-0.516622227924375
cuba,-0.5164616116824524
ressarcimento,-0.516182326593306
bonito que,-0.516039662271734
seriedade,-0.5159439699032484
50,-0.5159047929137576
próximo,-0.5158463608114039
aniversário,-0.5156600219995047
produto gostei,-0.5156002856754245
recebi mas,-0.5155608012619596
abraço,-0.5152985661010132
fazer compra,-0.5149598084527248
vi que,-0.5148335581397351
muito alto,-0.5146936745716771
não compro,-0.5146652289631275
macias,-0.5146331476298088
garrafa,-0.5145608263313881
questão,-0.514404450440474
lugares,-0.5137962575580877
comprar por,-0.5136640611564108
já entrei,-0.5133855288009171
rápida como,-0.5133769238447838
veio como,-0.513317555146437
demorando muito,-0.5132223613740342
pedi uma,-0.5132078069247907
site produto,-0.512869877240008
enviado um,-0.5126605434607362
recebido no,-0.5125635237214212
um mail,-0.5118293696723931
corretas,-0.5117619276513908
triste,-0.5116328932860652
mais alto,-0.5115882849085763
bordado,-0.5107277523921191
pode comprar,-0.5105828059320111
relação ao,-0.5105207755695157
pra minha,-0.5100887499055377
hoje dia,-0.5100583274757452
jogo de,-0.5093568010188114
estava previsto,-0.5093501712432204
etc,-0.5092696538502365
até hj,-0.5089760725126142
busca,-0.5086869461637309
presente momento,-0.508361417164908
condição,-0.5083549805575182
não dei,-0.5079558849441577
esposa,-0.5077849268801499
amei super,-0.5073965813667277
pés,-0.5070703568845908
cesto,-0.5068427046632876
como fica,-0.5068016650181139
lannister entrega,-0.5065829141603875
até do,-0.5064952391966896
inteiro,-0.5062155827578877
parabéns toda,-0.5061513496882936
se produto,-0.5058891191822681
falar que,-0.505857523558717
cartuchos,-0.5057743411858947
sac,-0.5057127331952715
de natal,-0.5056162821751101
enorme,-0.5055907212629414
fosse mais,-0.5054800830893664
site das,-0.5053875092865847
creio,-0.5053844093934438
creio que,-0.5053844093934438
super resistente,-0.5047420037225778
um material,-0.5045095146467151
cedo,-0.504045141460344
futuramente,-0.5039924275409158
entrega estava,-0.5035515500941139
k10,-0.5032924568857282
super confiável,-0.5032381556566266
preocupação,-0.5032052445979803
com sucesso,-0.5030371994314581
cliente da,-0.5027656171424596
estava prevista,-0.5027556085375635
minha esposa,-0.5027342876086323
cabelo,-0.5023058083696562
outra cor,-0.5021151306753984
estou precisando,-0.5018389143683781
pelo correio,-0.501822118921531
mas os,-0.5010039808310829
ninguém me,-0.5007229330465998
amei tudo,-0.5003721808993292
toda amassada,-0.5003070870589771
expectativas muito,-0.500283872305309
outra marca,-0.49999964984187195
foi muito,-0.4999048086516248
antes de,-0.49968659285141265
óculos,-0.4996049726914041
já veio,-0.4993260107064886
más,-0.4993082116139985
recebido produto,-0.4988956305683892
de baixo,-0.4986382328042024
qualidade de,-0.4980130628972109
responde,-0.49800276805325777
entrega dos,-0.4977082074383747
da parte,-0.49715246544919917
fossem,-0.4971109379127556
mercadoria recebida,-0.49711035750849963
original da,-0.49693334175664117
produto obrigado,-0.49652436310197634
laterais,-0.4962645992006786
do aparelho,-0.4962619061244887
arrependida,-0.4956927354349003
lg,-0.4955293638944991
cheiro,-0.4952373525230133
entrega superou,-0.49493444590148455
quando chega,-0.49476141626416714
já sou,-0.4947455269104166
rosto,-0.49469932553288587
um modelo,-0.494440780600742
problema algum,-0.4943855901217235
gostei bastante,-0.49421405292197346
foi informado,-0.49397727338102054
saiu,-0.49391524266226133
contar que,-0.4929817622406594
para resolver,-0.49263141824970696
apenas,-0.49260440086060064
previsto tudo,-0.49259357488651695
botão,-0.4922872601770635
de venda,-0.49224633739204776
recebi 02,-0.4921992301136987
em todos,-0.49168282111209344
hp,-0.49152439594410297
eu compro,-0.49144446772243267
que tela,-0.49133625755421184
loja pois,-0.49132163399641643
mas muito,-0.49114812798385776
retirar mercadoria,-0.4909730529144501
deve ter,-0.49089972279736516
tudo entregue,-0.4906502925025658
favor,-0.4905446531375246
tudo foi,-0.4899869451056893
mas em,-0.4895485330865566
necessidade,-0.48945792324328885
devia,-0.48940672028438365
ótimo acabamento,-0.48917423409953026
recomendo stark,-0.4889226960138089
no primeiro,-0.48888373143413055
desejo,-0.48867014757845867
comprei 03,-0.4882764163625435
der,-0.488015651368375
ao da,-0.48781272026087497
de postagem,-0.4868785806852762
ja fiz,-0.4861745780460292
entrega mais,-0.48610481685254814
de informações,-0.4860347824759618
material bem,-0.4859994852756255
objetos,-0.48591386267659664
tbm,-0.48588052250425673
aplicação,-0.48582985018023683
sistema de,-0.4858286143294642
errado comprei,-0.4856396122715804
com valor,-0.48558686724035094
tem boa,-0.4853400675085877
falha,-0.4847764615471219
pago frete,-0.4840841984158596
super satisfeita,-0.4839320116267568
pressão,-0.48381432546586806
um cabo,-0.4835270143732815
pois comprei,-0.48265460999873894
frete para,-0.4826413395985085
fundo,-0.48214537248876893
me ajudar,-0.4813437236679591
ajudar,-0.4813437236679591
encaixe,-0.48127821846408697
vcs estão,-0.48078658198647517
entregue uma,-0.48067244949591775
que foram,-0.4805977949208995
comprar nessa,-0.48020454891231035
entrega de,-0.4801641873372139
contato para,-0.4798457716955329
comprarei sempre,-0.4797261153132043
funcionar,-0.47939649093576897
deixam,-0.4793840679866377
foi com,-0.4793527831979551
da marca,-0.4792074496344057
varios,-0.47899188215064653
chegou de,-0.4789629800230323
21,-0.4788336735222733
empresa produto,-0.4788038688413335
previsto muito,-0.47871009944979076
fraca,-0.4786201789535258
entregue super,-0.4785029831042384
produto sendo,-0.4784748040268543
com essa,-0.47808536115190753
aqui no,-0.47773537545973677
vamos,-0.4776678481289675
veio solto,-0.47762214590647467
12 2017,-0.4774127460496637
no transporte,-0.4772659536846851
isso foi,-0.4771740807364087
da que,-0.47697538005717155
mundo,-0.47692318369814524
com anunciado,-0.4767221062595619
três dias,-0.47670764469279536
enganado,-0.47632617842352815
quadro,-0.4762212939451384
estrela,-0.47613036186437685
esse site,-0.47579207184738265
adorei,-0.47568061427366326
estao,-0.4752755456171154
mais em,-0.4749223260434077
as duas,-0.47490095312986363
compra mais,-0.47476364214373323
pouco pra,-0.47394395814856516
de fixação,-0.4738734587359211
pela eficiência,-0.4738600969491896
sem comentarios,-0.4738241648733791
as medidas,-0.47355234461531487
10 para,-0.47354454741114055
testando,-0.47327743560414465
ótimo de,-0.47317425106742683
entregaram outro,-0.47312959785170083
estrelas pois,-0.4729888155959617
durante transporte,-0.47290614959194804
quando recebi,-0.4725886700427879
gostou muito,-0.4724846181024745
estou super,-0.47242930642563763
receio,-0.4721957866739421
nota dez,-0.471870106910894
mais compro,-0.4716989115128745
pedi cancelamento,-0.4715144688541009
que precisar,-0.47141197501801274
foi conforme,-0.4708852982282928
validade,-0.47070246421723294
encontra,-0.4705360428685509
chegou somente,-0.470449328404145
algodão,-0.4703988905907312
que vai,-0.4703370373139511
excelente recebi,-0.47010656422438685
linda de,-0.4700689960535942
proteger,-0.4699386365645009
que vou,-0.4698592436870672
filha amou,-0.4696001037500091
danos,-0.4691174550504942
entregaram um,-0.4687641105604456
chegou dia,-0.46869248287940113
esta demorando,-0.46866184443762976
que recebi,-0.468558217140041
dura,-0.4684751364563187
te,-0.4683093019353704
pois mesmo,-0.46829831063408683
isso que,-0.467885387812655
so veio,-0.4677874437877103
vende,-0.4672087016443546
que mais,-0.46717280040096254
má qualidade,-0.4671120238521049
quero meu,-0.46697891019647975
rodas,-0.46697540542819704
observação,-0.46669944418348724
compra até,-0.4666781076474502
comprarei mais,-0.46642998831337956
foi mais,-0.4655114915656083
pelo excelente,-0.4654250972304113
pesada,-0.4652288323817358
bem produto,-0.4651340353511442
aparência de,-0.4644147163045606
muito mais,-0.46409678070485927
de celular,-0.46398599473126256
coloquei,-0.46386335231497355
com avarias,-0.46383858291989544
mas está,-0.4637616014874806
podia,-0.4635133484238311
trava,-0.46349005124545595
chão,-0.4634571078171639
opções de,-0.4627844991159902
quebradas,-0.4625915286601413
então não,-0.46246747920375136
não quero,-0.4624470241473795
parceiras,-0.46239704878142635
cor muito,-0.46187551161398505
certinho chegou,-0.461827870926315
demorar,-0.4616906174259101
pé,-0.46168897032866485
justiça,-0.4616436979732693
loja stark,-0.4614819430806769
outro dia,-0.46108063476829153
ainda aguardando,-0.46080459270514246
mas atende,-0.4604040449892066
tão rápido,-0.4600175051112302
risco,-0.45976320000315146
prazo esperado,-0.45968948363695183
minha encomenda,-0.4596178640616353
lannister produto,-0.4590257271568604
novas,-0.4588529235041788
lustre,-0.45866572970719865
suja,-0.458394270881466
faz um,-0.45828865013895265
infantil,-0.4582002456458716
não bom,-0.45800000476432756
de como,-0.4575035308347151
ha,-0.45743496202627226
estou pagando,-0.45733135179407997
pagando,-0.45733135179407997
ocorrência,-0.45679917144500604
pouco maior,-0.4564907590688205
troca ou,-0.4562654647074069
estou com,-0.456170438839328
muito só,-0.455874681141177
parte dos,-0.4558269064014237
solucionar,-0.4557319526457237
produto recebido,-0.45568611617033433
conseguindo,-0.45559870989368245
estou conseguindo,-0.45559870989368245
boneco,-0.4552957610651731
constando,-0.4552116344882204
seria melhor,-0.45507175163139585
tempo da,-0.455064004344304
box,-0.45482316034638576
enviou produto,-0.45470662687101304
com muito,-0.4543838587848449
valor pago,-0.45436127086315325
numa caixa,-0.4543497190210467
comprar no,-0.45427658333361703
veio so,-0.45415843022786906
de vocês,-0.45396619998555826
unidades do,-0.453129577807512
prazo as,-0.45297163464418105
da bateria,-0.45263455392845314
possuía,-0.4525858998335459
bons produtos,-0.4524221043207299
postado,-0.45215350856186914
ja comprei,-0.4521221793878869
produtos recebi,-0.45166800042847394
lado,-0.45160198141498237
